model,n-iterations,loss
ResNet-18 Deu,253,2.4328036308288574
ResNet-18 Deu,254,2.6178221702575684
ResNet-18 Deu,255,2.2823774814605713
ResNet-18 Deu,256,2.1776652336120605
ResNet-18 Deu,257,2.1869843006134033
ResNet-18 Deu,258,2.530000686645508
ResNet-18 Deu,259,2.1938230991363525
ResNet-18 Deu,260,2.4515578746795654
ResNet-18 Deu,261,2.153773546218872
ResNet-18 Deu,262,2.651968240737915
ResNet-18 Deu,263,2.252788782119751
ResNet-18 Deu,264,2.3238511085510254
ResNet-18 Deu,265,2.178901433944702
ResNet-18 Deu,266,2.2095704078674316
ResNet-18 Deu,267,2.2084920406341553
ResNet-18 Deu,268,2.0278897285461426
ResNet-18 Deu,269,2.115326166152954
ResNet-18 Deu,270,2.362165927886963
ResNet-18 Deu,271,2.4751243591308594
ResNet-18 Deu,272,2.3833088874816895
ResNet-18 Deu,273,2.2045607566833496
ResNet-18 Deu,274,2.587376832962036
ResNet-18 Deu,275,2.096302032470703
ResNet-18 Deu,276,2.066009283065796
ResNet-18 Deu,277,2.560711622238159
ResNet-18 Deu,278,2.073822259902954
ResNet-18 Deu,279,2.07246470451355
ResNet-18 Deu,280,2.1556622982025146
ResNet-18 Deu,281,2.3897290229797363
ResNet-18 Deu,282,2.382112503051758
ResNet-18 Deu,283,1.8738939762115479
ResNet-18 Deu,284,2.0893185138702393
ResNet-18 Deu,285,2.080415725708008
ResNet-18 Deu,286,2.1965243816375732
ResNet-18 Deu,287,1.9602829217910767
ResNet-18 Deu,288,2.175387382507324
ResNet-18 Deu,289,2.5110130310058594
ResNet-18 Deu,290,2.34110164642334
ResNet-18 Deu,291,2.1921796798706055
ResNet-18 Deu,292,2.666264295578003
ResNet-18 Deu,293,2.6731998920440674
ResNet-18 Deu,294,2.3256802558898926
ResNet-18 Deu,295,2.3289685249328613
ResNet-18 Deu,296,2.1391758918762207
ResNet-18 Deu,297,2.2910947799682617
ResNet-18 Deu,298,2.498188018798828
ResNet-18 Deu,299,2.078380584716797
ResNet-18 Deu,300,2.22239351272583
ResNet-18 Deu,301,2.210768222808838
ResNet-18 Deu,302,2.278381824493408
ResNet-18 Deu,303,2.2707228660583496
ResNet-18 Deu,304,2.068892002105713
ResNet-18 Deu,305,2.213266372680664
ResNet-18 Deu,306,2.1676292419433594
ResNet-18 Deu,307,2.3467624187469482
ResNet-18 Deu,308,2.098210096359253
ResNet-18 Deu,309,2.3083434104919434
ResNet-18 Deu,310,2.2355124950408936
ResNet-18 Deu,311,2.1363329887390137
ResNet-18 Deu,312,2.4085984230041504
ResNet-18 Deu,313,2.529773235321045
ResNet-18 Deu,314,2.6655452251434326
ResNet-18 Deu,315,2.2389464378356934
ResNet-18 Deu,316,2.2004194259643555
ResNet-18 Deu,317,2.253769636154175
ResNet-18 Deu,318,2.3870975971221924
ResNet-18 Deu,319,2.160402536392212
ResNet-18 Deu,320,2.1875038146972656
ResNet-18 Deu,321,2.1140329837799072
ResNet-18 Deu,322,2.0752339363098145
ResNet-18 Deu,323,2.4434285163879395
ResNet-18 Deu,324,2.3136353492736816
ResNet-18 Deu,325,2.1762449741363525
ResNet-18 Deu,326,2.221604585647583
ResNet-18 Deu,327,2.236166477203369
ResNet-18 Deu,328,2.113035202026367
ResNet-18 Deu,329,2.597848415374756
ResNet-18 Deu,330,2.2514514923095703
ResNet-18 Deu,331,2.1010844707489014
ResNet-18 Deu,332,1.9278968572616577
ResNet-18 Deu,333,2.1335978507995605
ResNet-18 Deu,334,2.1179304122924805
ResNet-18 Deu,335,2.213951587677002
ResNet-18 Deu,336,2.3618502616882324
ResNet-18 Deu,337,2.0400431156158447
ResNet-18 Deu,338,1.9467251300811768
ResNet-18 Deu,339,2.51590633392334
ResNet-18 Deu,340,2.384453058242798
ResNet-18 Deu,341,2.1424174308776855
ResNet-18 Deu,342,2.2903926372528076
ResNet-18 Deu,343,1.9430904388427734
ResNet-18 Deu,344,2.0459964275360107
ResNet-18 Deu,345,2.0841476917266846
ResNet-18 Deu,346,2.2436177730560303
ResNet-18 Deu,347,1.9873225688934326
ResNet-18 Deu,348,2.02618408203125
ResNet-18 Deu,349,2.5012640953063965
ResNet-18 Deu,350,2.159445285797119
ResNet-18 Deu,351,2.2955970764160156
ResNet-18 Deu,352,2.1388087272644043
ResNet-18 Deu,353,1.9860944747924805
ResNet-18 Deu,354,1.917192816734314
ResNet-18 Deu,355,2.239468574523926
ResNet-18 Deu,356,2.342658758163452
ResNet-18 Deu,357,2.1450934410095215
ResNet-18 Deu,358,2.4311556816101074
ResNet-18 Deu,359,2.1282501220703125
ResNet-18 Deu,360,2.1700663566589355
ResNet-18 Deu,361,2.2812752723693848
ResNet-18 Deu,362,2.018038511276245
ResNet-18 Deu,363,2.0139429569244385
ResNet-18 Deu,364,2.4849112033843994
ResNet-18 Deu,365,1.8763701915740967
ResNet-18 Deu,366,2.1227095127105713
ResNet-18 Deu,367,2.2714028358459473
ResNet-18 Deu,368,2.4350056648254395
ResNet-18 Deu,369,2.515035390853882
ResNet-18 Deu,370,2.0449917316436768
ResNet-18 Deu,371,2.0830821990966797
ResNet-18 Deu,372,2.1513428688049316
ResNet-18 Deu,373,1.9904272556304932
ResNet-18 Deu,374,2.3648085594177246
ResNet-18 Deu,375,2.161891222000122
ResNet-18 Deu,376,2.14985990524292
ResNet-18 Deu,377,2.2303712368011475
ResNet-18 Deu,378,2.2457659244537354
ResNet-18 Deu,379,2.6204583644866943
ResNet-18 Deu,380,2.150390148162842
ResNet-18 Deu,381,2.145991563796997
ResNet-18 Deu,382,2.1227867603302
ResNet-18 Deu,383,2.2966549396514893
ResNet-18 Deu,384,2.1095376014709473
ResNet-18 Deu,385,2.008012294769287
ResNet-18 Deu,386,2.1879401206970215
ResNet-18 Deu,387,2.2242047786712646
ResNet-18 Deu,388,2.193598747253418
ResNet-18 Deu,389,2.0140933990478516
ResNet-18 Deu,390,2.4937126636505127
ResNet-18 Deu,391,2.450491189956665
ResNet-18 Deu,392,2.1251416206359863
ResNet-18 Deu,393,2.185967445373535
ResNet-18 Deu,394,2.2520430088043213
ResNet-18 Deu,395,2.3457887172698975
ResNet-18 Deu,396,1.9509599208831787
ResNet-18 Deu,397,2.143575668334961
ResNet-18 Deu,398,2.1913645267486572
ResNet-18 Deu,399,2.3825430870056152
ResNet-18 Deu,400,1.9635915756225586
ResNet-18 Deu,401,2.0816636085510254
ResNet-18 Deu,402,2.0846610069274902
ResNet-18 Deu,403,2.1422412395477295
ResNet-18 Deu,404,2.0915303230285645
ResNet-18 Deu,405,2.318735122680664
ResNet-18 Deu,406,1.9119093418121338
ResNet-18 Deu,407,2.1291301250457764
ResNet-18 Deu,408,1.9234669208526611
ResNet-18 Deu,409,2.7299084663391113
ResNet-18 Deu,410,2.090574026107788
ResNet-18 Deu,411,2.163346529006958
ResNet-18 Deu,412,2.2419848442077637
ResNet-18 Deu,413,2.1070010662078857
ResNet-18 Deu,414,2.0784173011779785
ResNet-18 Deu,415,2.26668381690979
ResNet-18 Deu,416,2.37534761428833
ResNet-18 Deu,417,2.1897616386413574
ResNet-18 Deu,418,2.197632312774658
ResNet-18 Deu,419,2.1051125526428223
ResNet-18 Deu,420,2.451651096343994
ResNet-18 Deu,421,2.1314189434051514
ResNet-18 Deu,422,2.331425428390503
ResNet-18 Deu,423,2.106278657913208
ResNet-18 Deu,424,2.4337306022644043
ResNet-18 Deu,425,2.0628039836883545
ResNet-18 Deu,426,2.151402235031128
ResNet-18 Deu,427,2.3114826679229736
ResNet-18 Deu,428,2.175257444381714
ResNet-18 Deu,429,2.27352237701416
ResNet-18 Deu,430,2.0421082973480225
ResNet-18 Deu,431,2.162311315536499
ResNet-18 Deu,432,2.1983449459075928
ResNet-18 Deu,433,2.173630714416504
ResNet-18 Deu,434,2.1210498809814453
ResNet-18 Deu,435,1.9610897302627563
ResNet-18 Deu,436,2.2028980255126953
ResNet-18 Deu,437,1.97621750831604
ResNet-18 Deu,438,2.236989974975586
ResNet-18 Deu,439,2.0750834941864014
ResNet-18 Deu,440,2.185927391052246
ResNet-18 Deu,441,2.0255587100982666
ResNet-18 Deu,442,2.4576961994171143
ResNet-18 Deu,443,2.270557403564453
ResNet-18 Deu,444,2.5756921768188477
ResNet-18 Deu,445,2.2325234413146973
ResNet-18 Deu,446,2.1142382621765137
ResNet-18 Deu,447,2.3843166828155518
ResNet-18 Deu,448,2.020073413848877
ResNet-18 Deu,449,2.131232738494873
ResNet-18 Deu,450,2.183502674102783
ResNet-18 Deu,451,2.080718994140625
ResNet-18 Deu,452,2.1351253986358643
