model,n-iterations,loss
ResNet-18 RGB,356,2.0887303352355957
ResNet-18 RGB,357,2.11063814163208
ResNet-18 RGB,358,2.1693501472473145
ResNet-18 RGB,359,1.7953903675079346
ResNet-18 RGB,360,2.2457387447357178
ResNet-18 RGB,361,2.123185396194458
ResNet-18 RGB,362,2.7786126136779785
ResNet-18 RGB,363,2.3338499069213867
ResNet-18 RGB,364,2.1700119972229004
ResNet-18 RGB,365,2.2367358207702637
ResNet-18 RGB,366,2.252135753631592
ResNet-18 RGB,367,2.3031110763549805
ResNet-18 RGB,368,2.225311756134033
ResNet-18 RGB,369,2.3992247581481934
ResNet-18 RGB,370,2.244382381439209
ResNet-18 RGB,371,2.2409729957580566
ResNet-18 RGB,372,2.5072665214538574
ResNet-18 RGB,373,2.1825337409973145
ResNet-18 RGB,374,2.2695696353912354
ResNet-18 RGB,375,2.5242373943328857
ResNet-18 RGB,376,2.2429001331329346
ResNet-18 RGB,377,2.308232307434082
ResNet-18 RGB,378,2.140519857406616
ResNet-18 RGB,379,2.4469709396362305
ResNet-18 RGB,380,2.176701068878174
ResNet-18 RGB,381,2.190459728240967
ResNet-18 RGB,382,2.2187581062316895
ResNet-18 RGB,383,2.12744140625
ResNet-18 RGB,384,2.278339385986328
ResNet-18 RGB,385,2.2009437084198
ResNet-18 RGB,386,2.2550997734069824
ResNet-18 RGB,387,2.2708163261413574
ResNet-18 RGB,388,1.9705276489257812
ResNet-18 RGB,389,2.1956639289855957
ResNet-18 RGB,390,2.4866979122161865
ResNet-18 RGB,391,2.1498818397521973
ResNet-18 RGB,392,2.412635564804077
ResNet-18 RGB,393,2.1798460483551025
ResNet-18 RGB,394,2.169252395629883
ResNet-18 RGB,395,2.2260615825653076
ResNet-18 RGB,396,2.1614019870758057
ResNet-18 RGB,397,2.248220443725586
ResNet-18 RGB,398,2.1723573207855225
ResNet-18 RGB,399,2.280268430709839
ResNet-18 RGB,400,2.082101345062256
ResNet-18 RGB,401,2.2792506217956543
ResNet-18 RGB,402,2.154482841491699
ResNet-18 RGB,403,2.0922703742980957
ResNet-18 RGB,404,2.2167248725891113
ResNet-18 RGB,405,2.1974403858184814
ResNet-18 RGB,406,2.0518810749053955
ResNet-18 RGB,407,2.1661975383758545
ResNet-18 RGB,408,2.0952000617980957
ResNet-18 RGB,409,2.109949827194214
ResNet-18 RGB,410,2.1788086891174316
ResNet-18 RGB,411,2.319613218307495
ResNet-18 RGB,412,1.914986252784729
ResNet-18 RGB,413,2.019174098968506
ResNet-18 RGB,414,2.0361156463623047
ResNet-18 RGB,415,2.348757028579712
ResNet-18 RGB,416,2.1661696434020996
ResNet-18 RGB,417,2.1457254886627197
ResNet-18 RGB,418,2.364616870880127
ResNet-18 RGB,419,2.008493423461914
ResNet-18 RGB,420,2.0186636447906494
ResNet-18 RGB,421,2.110381841659546
ResNet-18 RGB,422,2.4007205963134766
ResNet-18 RGB,423,2.0928850173950195
ResNet-18 RGB,424,2.1494202613830566
ResNet-18 RGB,425,1.9646618366241455
ResNet-18 RGB,426,2.1901907920837402
ResNet-18 RGB,427,2.4406704902648926
ResNet-18 RGB,428,2.211315631866455
ResNet-18 RGB,429,2.08799147605896
ResNet-18 RGB,430,1.9513736963272095
ResNet-18 RGB,431,2.173938751220703
ResNet-18 RGB,432,1.93039870262146
ResNet-18 RGB,433,2.1073157787323
ResNet-18 RGB,434,2.3589603900909424
ResNet-18 RGB,435,2.1589484214782715
ResNet-18 RGB,436,1.969178557395935
ResNet-18 RGB,437,1.9677915573120117
ResNet-18 RGB,438,2.563803195953369
ResNet-18 RGB,439,2.1352410316467285
ResNet-18 RGB,440,2.336683750152588
ResNet-18 RGB,441,2.2994511127471924
ResNet-18 RGB,442,2.0201687812805176
ResNet-18 RGB,443,1.907762885093689
ResNet-18 RGB,444,2.171980381011963
ResNet-18 RGB,445,2.3428616523742676
ResNet-18 RGB,446,1.9732751846313477
ResNet-18 RGB,447,2.516183853149414
ResNet-18 RGB,448,2.082026958465576
ResNet-18 RGB,449,2.3275837898254395
ResNet-18 RGB,450,2.2857542037963867
ResNet-18 RGB,451,1.8972928524017334
ResNet-18 RGB,452,2.0540385246276855
ResNet-18 RGB,453,2.187716484069824
ResNet-18 RGB,454,2.217794418334961
ResNet-18 RGB,455,2.2593350410461426
ResNet-18 RGB,456,2.3872640132904053
ResNet-18 RGB,457,1.9681780338287354
ResNet-18 RGB,458,2.1392951011657715
ResNet-18 RGB,459,2.0255637168884277
ResNet-18 RGB,460,2.1867129802703857
ResNet-18 RGB,461,2.081735372543335
ResNet-18 RGB,462,2.466944694519043
ResNet-18 RGB,463,1.9980446100234985
ResNet-18 RGB,464,2.225651502609253
ResNet-18 RGB,465,2.3726508617401123
ResNet-18 RGB,466,2.0139591693878174
ResNet-18 RGB,467,1.975160837173462
ResNet-18 RGB,468,2.1421892642974854
ResNet-18 RGB,469,2.2425339221954346
ResNet-18 RGB,470,2.0240538120269775
ResNet-18 RGB,471,2.350198268890381
ResNet-18 RGB,472,2.322286605834961
ResNet-18 RGB,473,2.03932523727417
ResNet-18 RGB,474,1.9469568729400635
ResNet-18 RGB,475,2.2842767238616943
ResNet-18 RGB,476,2.287135601043701
ResNet-18 RGB,477,1.920926809310913
ResNet-18 RGB,478,1.8544418811798096
ResNet-18 RGB,479,2.3630268573760986
ResNet-18 RGB,480,2.1202750205993652
